place_name,state,population,rank
Raschau-Markersbach,Sachsen,4730,3073
Stockheim,Bayern,4723,3074
Hochspeyer,Rheinland-Pfalz,4721,3075
Niedernberg,Bayern,4720,3076
Vogt,Baden-Württemberg,4717,3077
Hesel,Niedersachsen,4714,3078
Wesertal,Hessen,4713,3079
Möhrendorf,Bayern,4712,3080
Niederwiesa,Sachsen,4712,3081
Geisa,Thüringen,4708,3082
Inzell,Bayern,4704,3083
Börnsen,Schleswig-Holstein,4702,3084
Jahnatal,Sachsen,4702,3085
Wildeck,Hessen,4701,3086
Thum,Sachsen,4695,3087
Bellenberg,Bayern,4694,3088
"Aindling, M",Bayern,4691,3089
Buchholz (Westerwald),Rheinland-Pfalz,4688,3090
Altenstadt a.d.Waldnaab,Bayern,4687,3091
"Heideck, St",Bayern,4684,3092
Röbel/Müritz,Mecklenburg-Vorpommern,4684,3093
Otterfing,Bayern,4682,3094
Duingen,Niedersachsen,4680,3095
"Burgheim, M",Bayern,4678,3096
"Rotthalmünster, M",Bayern,4676,3097
"Bodenwerder, Münchhausenstadt",Niedersachsen,4672,3098
Waldbrunn,Baden-Württemberg,4670,3099
Callenberg,Sachsen,4669,3100
Oderwitz,Sachsen,4667,3101
Königsbrück,Sachsen,4665,3102
Ebersburg,Hessen,4663,3103
Neunkirchen a.Sand,Bayern,4662,3104
Waldsolms,Hessen,4660,3105
Vierkirchen,Bayern,4654,3106
Bad Buchau,Baden-Württemberg,4651,3107
Moorrege,Schleswig-Holstein,4650,3108
Eisingen,Baden-Württemberg,4648,3109
Löhnberg,Hessen,4643,3110
Leidersbach,Bayern,4642,3111
Wilthen,Sachsen,4642,3112
Neuenkirchen,Niedersachsen,4640,3113
Hörsel,Thüringen,4636,3114
Lähden,Niedersachsen,4631,3115
Badenweiler,Baden-Württemberg,4629,3116
Kreischa,Sachsen,4629,3117
Pausa-Mühltroff,Sachsen,4625,3118
Röttenbach,Bayern,4625,3119
Müllrose,Brandenburg,4622,3120
Gemmrigheim,Baden-Württemberg,4620,3121
Utting am Ammersee,Bayern,4616,3122
Bad Bodenteich,Niedersachsen,4609,3123
Mittenaar,Hessen,4604,3124
Crivitz,Mecklenburg-Vorpommern,4601,3125
Gutach im Breisgau,Baden-Württemberg,4599,3126
Windhagen,Rheinland-Pfalz,4597,3127
Marklohe,Niedersachsen,4594,3128
Amt Neuhaus,Niedersachsen,4592,3129
Bergen,Bayern,4592,3130
Kutenholz,Niedersachsen,4589,3131
Fichtenau,Baden-Württemberg,4588,3132
Nastätten,Rheinland-Pfalz,4588,3133
Herbstein,Hessen,4583,3134
"Scheinfeld, St",Bayern,4583,3135
Gschwend,Baden-Württemberg,4581,3136
Eberhardzell,Baden-Württemberg,4580,3137
Triberg im Schwarzwald,Baden-Württemberg,4580,3138
Kürnach,Bayern,4578,3139
Reichenbach/O.L.,Sachsen,4574,3140
Striegistal,Sachsen,4570,3141
Willingshausen,Hessen,4567,3142
Hitzacker (Elbe),Niedersachsen,4566,3143
Oy-Mittelberg,Bayern,4564,3144
Forbach,Baden-Württemberg,4562,3145
Groß-Bieberau,Hessen,4562,3146
Krautheim,Baden-Württemberg,4561,3147
Hosenfeld,Hessen,4560,3148
Bönningstedt,Schleswig-Holstein,4559,3149
Sankt Wolfgang,Bayern,4557,3150
"Rattelsdorf, M",Bayern,4554,3151
Seehausen (Altmark),Sachsen-Anhalt,4554,3152
Bubenreuth,Bayern,4547,3153
Aßling,Bayern,4545,3154
Oberhaid,Bayern,4542,3155
Breitscheid,Hessen,4539,3156
Böbingen an der Rems,Baden-Württemberg,4539,3157
Bahlingen am Kaiserstuhl,Baden-Württemberg,4538,3158
Altdorf,Baden-Württemberg,4529,3159
Weilerbach,Rheinland-Pfalz,4524,3160
Söhrewald,Hessen,4521,3161
Adlkofen,Bayern,4517,3162
Hagenburg,Niedersachsen,4516,3163
Limbach,Baden-Württemberg,4513,3164
Freden (Leine),Niedersachsen,4508,3165
Diemelsee,Hessen,4507,3166
Rot an der Rot,Baden-Württemberg,4500,3167
Ober-Olm,Rheinland-Pfalz,4497,3168
Neuburg a.Inn,Bayern,4496,3169
Owingen,Baden-Württemberg,4492,3170
Tann (Rhön),Hessen,4492,3171
Wöllstein,Rheinland-Pfalz,4492,3172
Seeon-Seebruck,Bayern,4490,3173
Heimbach,Nordrhein-Westfalen,4487,3174
Marlow,Mecklenburg-Vorpommern,4487,3175
Breitengüßbach,Bayern,4481,3176
Hardthausen am Kocher,Baden-Württemberg,4478,3177
Heringen/Helme,Thüringen,4474,3178
Tambach-Dietharz/Thür. Wald,Thüringen,4474,3179
Engelsbrand,Baden-Württemberg,4470,3180
Rhede (Ems),Niedersachsen,4465,3181
Rennerod,Rheinland-Pfalz,4464,3182
Rauschenberg,Hessen,4463,3183
Vöhringen,Baden-Württemberg,4462,3184
Rheinbreitbach,Rheinland-Pfalz,4460,3185
Cunewalde,Sachsen,4458,3186
Ummendorf,Baden-Württemberg,4456,3187
Creglingen,Baden-Württemberg,4453,3188
Adorf/Vogtl.,Sachsen,4451,3189
Gerabronn,Baden-Württemberg,4451,3190
Gessertshausen,Bayern,4450,3191
Buggingen,Baden-Württemberg,4449,3192
Mohlsdorf-Teichwolframsdorf,Thüringen,4447,3193
Röthlein,Bayern,4444,3194
Knüllwald,Hessen,4443,3195
Gingen an der Fils,Baden-Württemberg,4441,3196
Obing,Bayern,4441,3197
Putbus,Mecklenburg-Vorpommern,4441,3198
Grebenhain,Hessen,4436,3199
Oppenweiler,Baden-Württemberg,4435,3200
Freyburg (Unstrut),Sachsen-Anhalt,4433,3201
Lübtheen,Mecklenburg-Vorpommern,4433,3202
Mittelbiberach,Baden-Württemberg,4433,3203
"Scheidegg, M",Bayern,4432,3204
Apensen,Niedersachsen,4431,3205
Deggenhausertal,Baden-Württemberg,4430,3206
Sonnefeld,Bayern,4430,3207
Rettenberg,Bayern,4428,3208
Maikammer,Rheinland-Pfalz,4426,3209
Wachenheim an der Weinstraße,Rheinland-Pfalz,4421,3210
Dahlem,Nordrhein-Westfalen,4416,3211
Liebenwalde,Brandenburg,4413,3212
Stegen,Baden-Württemberg,4413,3213
Hartenstein,Sachsen,4411,3214
Wörth,Bayern,4409,3215
Albershausen,Baden-Württemberg,4408,3216
Berg,Baden-Württemberg,4408,3217
Lautertal,Bayern,4404,3218
"Frammersbach, M",Bayern,4402,3219
Breitungen/Werra,Thüringen,4394,3220
Kirchberg i.Wald,Bayern,4392,3221
Nehren,Baden-Württemberg,4390,3222
Anzing,Bayern,4388,3223
Güntersleben,Bayern,4382,3224
Hartmannsdorf,Sachsen,4382,3225
Augustusburg,Sachsen,4379,3226
Suderburg,Niedersachsen,4379,3227
Dischingen,Baden-Württemberg,4374,3228
Steinhöfel,Brandenburg,4374,3229
"Bad Berneck i.Fichtelgebirge, St",Bayern,4373,3230
Münsing,Bayern,4373,3231
Starzach,Baden-Württemberg,4373,3232
Büchlberg,Bayern,4371,3233
Poppenhausen,Bayern,4371,3234
Schönau,Baden-Württemberg,4369,3235
Hallenberg,Nordrhein-Westfalen,4367,3236
Untereisesheim,Baden-Württemberg,4367,3237
Maulburg,Baden-Württemberg,4366,3238
Affalterbach,Baden-Württemberg,4364,3239
"Zell a.Main, M",Bayern,4360,3240
Rabenau,Sachsen,4359,3241
"Donaustauf, M",Bayern,4357,3242
Langenlonsheim,Rheinland-Pfalz,4357,3243
Ellerbek,Schleswig-Holstein,4356,3244
Hankensbüttel,Niedersachsen,4354,3245
Heiligengrabe,Brandenburg,4352,3246
Dornum,Niedersachsen,4351,3247
Leiblfing,Bayern,4349,3248
Contwig,Rheinland-Pfalz,4348,3249
"Maßbach, M",Bayern,4348,3250
Surwold,Niedersachsen,4346,3251
Ehrenfriedersdorf,Sachsen,4343,3252
Eurasburg,Bayern,4343,3253
"Buch, M",Bayern,4337,3254
Feldafing,Bayern,4337,3255
Fridolfing,Bayern,4337,3256
"Offingen, M",Bayern,4336,3257
Rheinhausen im Breisgau,Baden-Württemberg,4333,3258
Ebersbach,Sachsen,4326,3259
Borkum,Niedersachsen,4325,3260
Grabenstätt,Bayern,4324,3261
"Röhrnbach, M",Bayern,4323,3262
Penzing,Bayern,4321,3263
Schönberg,Mecklenburg-Vorpommern,4321,3264
Mögglingen,Baden-Württemberg,4317,3265
Feldberger Seenlandschaft,Mecklenburg-Vorpommern,4315,3266
"Waldershof, St",Bayern,4315,3267
Aldersbach,Bayern,4310,3268
Drage,Niedersachsen,4309,3269
"Eschenbach i.d.OPf., St",Bayern,4308,3270
Edling,Bayern,4307,3271
Kranzberg,Bayern,4304,3272
"Schnaittenbach, St",Bayern,4304,3273
Boxberg/O.L. / Hamor,Sachsen,4303,3274
Wilster,Schleswig-Holstein,4302,3275
Peitz/Picnjo,Brandenburg,4301,3276
"Gößweinstein, M",Bayern,4298,3277
Badbergen,Niedersachsen,4297,3278
Dahn,Rheinland-Pfalz,4297,3279
Rheinböllen,Rheinland-Pfalz,4296,3280
Burgrieden,Baden-Württemberg,4291,3281
Reinhardshagen,Hessen,4291,3282
Dransfeld,Niedersachsen,4290,3283
"Triefenstein, M",Bayern,4289,3284
"Metten, M",Bayern,4288,3285
Milower Land,Brandenburg,4287,3286
Olbersdorf,Sachsen,4281,3287
Daaden,Rheinland-Pfalz,4280,3288
Strasburg (Uckermark),Mecklenburg-Vorpommern,4278,3289
Emmerting,Bayern,4274,3290
Hohenthann,Bayern,4270,3291
Dürrröhrsdorf-Dittersbach,Sachsen,4269,3292
Empfingen,Baden-Württemberg,4269,3293
Barchfeld-Immelborn,Thüringen,4268,3294
Meinhard,Hessen,4267,3295
Baumholder,Rheinland-Pfalz,4265,3296
Neufahrn i.NB,Bayern,4263,3297
Anger,Bayern,4260,3298
Brück,Brandenburg,4258,3299
Biessenhofen,Bayern,4254,3300
Eching,Bayern,4254,3301
Grettstadt,Bayern,4251,3302
Freiamt,Baden-Württemberg,4243,3303
Großhabersdorf,Bayern,4243,3304
"Gefrees, St",Bayern,4240,3305
Neureichenau,Bayern,4238,3306
Traitsching,Bayern,4237,3307
Wachau,Sachsen,4233,3308
Waldfischbach-Burgalben,Rheinland-Pfalz,4232,3309
Leiferde,Niedersachsen,4231,3310
"Schwarzenbach a.Wald, St",Bayern,4231,3311
Aichhalden,Baden-Württemberg,4225,3312
Großbettlingen,Baden-Württemberg,4225,3313
Amtzell,Baden-Württemberg,4223,3314
Neuzelle,Brandenburg,4223,3315
Bodenwöhr,Bayern,4221,3316
Kirchberg an der Jagst,Baden-Württemberg,4221,3317
Niederaichbach,Bayern,4220,3318
Twistetal,Hessen,4219,3319
Rheinbrohl,Rheinland-Pfalz,4218,3320
"Pressath, St",Bayern,4217,3321
Schenklengsfeld,Hessen,4217,3322
Nienstädt,Niedersachsen,4216,3323
Messel,Hessen,4215,3324
Niederdorfelden,Hessen,4215,3325
Sonnenstein,Thüringen,4215,3326
Sennfeld,Bayern,4212,3327
Amstetten,Baden-Württemberg,4208,3328
Neuhausen ob Eck,Baden-Württemberg,4206,3329
Riederich,Baden-Württemberg,4206,3330
Dietingen,Baden-Württemberg,4204,3331
Doberschau-Gaußig / Dobruša-Huska,Sachsen,4203,3332
Langerringen,Bayern,4203,3333
Großwallstadt,Bayern,4198,3334
"Simbach, M",Bayern,4197,3335
"Tittling, M",Bayern,4197,3336
Neckarbischofsheim,Baden-Württemberg,4195,3337
"Bürgstadt, M",Bayern,4193,3338
Lauenau,Niedersachsen,4191,3339
Kirchberg (Hunsrück),Rheinland-Pfalz,4189,3340
Loitz,Mecklenburg-Vorpommern,4189,3341
Elmenhorst/Lichtenhagen,Mecklenburg-Vorpommern,4186,3342
Sengenthal,Bayern,4186,3343
Niedernhall,Baden-Württemberg,4185,3344
Althütte,Baden-Württemberg,4184,3345
Ihrlerstein,Bayern,4184,3346
Winkelhaid,Bayern,4184,3347
Wiesenburg/Mark,Brandenburg,4182,3348
Vogtei,Thüringen,4180,3349
Burg (Spreewald)/Bórkowy (Błota),Brandenburg,4179,3350
Gorxheimertal,Hessen,4178,3351
Weisenheim am Sand,Rheinland-Pfalz,4177,3352
Weinbach,Hessen,4176,3353
Wietzendorf,Niedersachsen,4176,3354
Lindhorst,Niedersachsen,4175,3355
Görwihl,Baden-Württemberg,4174,3356
Rockenberg,Hessen,4173,3357
Gondelsheim,Baden-Württemberg,4172,3358
"Kühbach, M",Bayern,4170,3359
Alfhausen,Niedersachsen,4168,3360
Baruth/Mark,Brandenburg,4168,3361
"Eging a.See, M",Bayern,4168,3362
"Bruck i.d.OPf., M",Bayern,4167,3363
Beilrode,Sachsen,4161,3364
Hallerndorf,Bayern,4161,3365
Bermatingen,Baden-Württemberg,4160,3366
"Gräfenberg, St",Bayern,4160,3367
"Siegenburg, M",Bayern,4160,3368
Zaberfeld,Baden-Württemberg,4156,3369
Hornberg,Baden-Württemberg,4154,3370
Fuchstal,Bayern,4151,3371
Krostitz,Sachsen,4151,3372
"Pförring, M",Bayern,4150,3373
Thyrnau,Bayern,4150,3374
Meißenheim,Baden-Württemberg,4149,3375
"Stadtlauringen, M",Bayern,4149,3376
"Reichenberg, M",Bayern,4148,3377
Hohentengen,Baden-Württemberg,4147,3378
Rietz-Neuendorf,Brandenburg,4147,3379
Dahlen,Sachsen,4144,3380
Kirchberg an der Murr,Baden-Württemberg,4144,3381
Rott a.Inn,Bayern,4142,3382
Stammham,Bayern,4142,3383
Tapfheim,Bayern,4142,3384
Altenmarkt a.d.Alz,Bayern,4141,3385
"Graal-Müritz, Ostseeheilbad",Mecklenburg-Vorpommern,4141,3386
"Selbitz, St",Bayern,4141,3387
"Tessin, Blumenstadt",Mecklenburg-Vorpommern,4139,3388
"Schöllkrippen, M",Bayern,4136,3389
"Neubeuern, M",Bayern,4131,3390
Niederfischbach,Rheinland-Pfalz,4129,3391
Durbach,Baden-Württemberg,4123,3392
Moorenweis,Bayern,4122,3393
Untersiemau,Bayern,4116,3394
Wyk auf Föhr,Schleswig-Holstein,4113,3395
"Buchenberg, M",Bayern,4110,3396
"Baunach, St",Bayern,4109,3397
Fronhausen,Hessen,4108,3398
Waldaschaff,Bayern,4106,3399
Alling,Bayern,4105,3400
Pfaffing,Bayern,4104,3401
Schwebheim,Bayern,4103,3402
Dargun,Mecklenburg-Vorpommern,4100,3403
"Thierhaupten, M",Bayern,4100,3404
Nordwestuckermark,Brandenburg,4097,3405
Kochel a.See,Bayern,4095,3406
Römerstein,Baden-Württemberg,4094,3407
Großrinderfeld,Baden-Württemberg,4088,3408
Wolpertswende,Baden-Württemberg,4087,3409
Johannesberg,Bayern,4079,3410
Niederau,Sachsen,4076,3411
Escheburg,Schleswig-Holstein,4075,3412
Mauer,Baden-Württemberg,4073,3413
Burg (Dithmarschen),Schleswig-Holstein,4070,3414
Langenbach,Bayern,4068,3415
"Massing, M",Bayern,4067,3416
Geringswalde,Sachsen,4066,3417
Tarmstedt,Niedersachsen,4066,3418
Freudenberg,Bayern,4064,3419
Friolzheim,Baden-Württemberg,4062,3420
Sörup,Schleswig-Holstein,4060,3421
Neckarwestheim,Baden-Württemberg,4059,3422
Doberschütz,Sachsen,4057,3423
Mühlhausen-Ehingen,Baden-Württemberg,4054,3424
Schlier,Baden-Württemberg,4054,3425
Oberaurach,Bayern,4053,3426
"Thurnau, M",Bayern,4053,3427
Walkenried,Niedersachsen,4053,3428
Waldkappel,Hessen,4052,3429
Lichtenfels,Hessen,4051,3430
Riegel am Kaiserstuhl,Baden-Württemberg,4051,3431
Wanfried,Hessen,4050,3432
Wyhl am Kaiserstuhl,Baden-Württemberg,4050,3433
Ahorn,Bayern,4047,3434
"Rothenburg/O.L., Stadt, Hochschulstadt",Sachsen,4047,3435
"Woldegk, Windmühlenstadt",Mecklenburg-Vorpommern,4045,3436
Gelenau/Erzgeb.,Sachsen,4039,3437
Graben,Bayern,4038,3438
Penzlin,Mecklenburg-Vorpommern,4033,3439
Bockhorn,Bayern,4031,3440
Großdubrau / Wulka Dubrawa,Sachsen,4029,3441
Mönkeberg,Schleswig-Holstein,4025,3442
Kirchdorf an der Iller,Baden-Württemberg,4024,3443
Weil,Bayern,4022,3444
"Gars a.Inn, M",Bayern,4021,3445
"Kraiburg a.Inn, M",Bayern,4021,3446
Lauf,Baden-Württemberg,4021,3447
"Markt Rettenbach, M",Bayern,4019,3448
Schönheide,Sachsen,4017,3449
Kreßberg,Baden-Württemberg,4008,3450
Otterbach,Rheinland-Pfalz,4008,3451
Altshausen,Baden-Württemberg,3999,3452
Ellhofen,Baden-Württemberg,3998,3453
Gau-Odernheim,Rheinland-Pfalz,3995,3454
Lambrecht (Pfalz),Rheinland-Pfalz,3995,3455
Zell (Mosel),Rheinland-Pfalz,3993,3456
Hasloh,Schleswig-Holstein,3990,3457
Grasellenbach,Hessen,3982,3458
Mertingen,Bayern,3980,3459
Seckach,Baden-Württemberg,3978,3460
"Kaisheim, M",Bayern,3977,3461
Kisdorf,Schleswig-Holstein,3976,3462
Waldalgesheim,Rheinland-Pfalz,3975,3463
Bad Tabarz,Thüringen,3973,3464
Hattorf am Harz,Niedersachsen,3972,3465
"Wienhausen, Klostergemeinde",Niedersachsen,3970,3466
"Neubukow, Schliemannstadt",Mecklenburg-Vorpommern,3969,3467
Kritzmow,Mecklenburg-Vorpommern,3964,3468
Tiefenbach,Bayern,3962,3469
Sprendlingen,Rheinland-Pfalz,3959,3470
Kirchroth,Bayern,3958,3471
Wurmlingen,Baden-Württemberg,3949,3472
Langenwetzendorf,Thüringen,3942,3473
"Pappenheim, St",Bayern,3942,3474
Bad Zwesten,Hessen,3941,3475
Guntersblum,Rheinland-Pfalz,3941,3476
Mildstedt,Schleswig-Holstein,3941,3477
Steinach,Baden-Württemberg,3941,3478
Waldenburg,Sachsen,3941,3479
Schlierbach,Baden-Württemberg,3940,3480
Hütschenhausen,Rheinland-Pfalz,3937,3481
Schefflenz,Baden-Württemberg,3933,3482
Buch a.Erlbach,Bayern,3929,3483
Rosenbach/Vogtl.,Sachsen,3927,3484
"Philippsthal (Werra), Marktgemeinde",Hessen,3926,3485
Neukloster,Mecklenburg-Vorpommern,3925,3486
"Schönberg, M",Bayern,3925,3487
Dassow,Mecklenburg-Vorpommern,3922,3488
Falkenberg,Bayern,3921,3489
Cadenberge,Niedersachsen,3917,3490
"Wiesau, M",Bayern,3916,3491
"Eschau, M",Bayern,3915,3492
Fraunberg,Bayern,3914,3493
Risum-Lindholm,Schleswig-Holstein,3914,3494
Wiesenfelden,Bayern,3912,3495
Süderholz,Mecklenburg-Vorpommern,3911,3496
"Amorbach, St",Bayern,3907,3497
"Ellingen, St",Bayern,3897,3498
Marschacht,Niedersachsen,3895,3499
Wäschenbeuren,Baden-Württemberg,3895,3500
Langenbrettach,Baden-Württemberg,3894,3501
Steinhöring,Bayern,3894,3502
Spiegelau,Bayern,3890,3503
Gensingen,Rheinland-Pfalz,3889,3504
Helmstadt-Bargen,Baden-Württemberg,3887,3505
Grafrath,Bayern,3885,3506
Haselbachtal,Sachsen,3882,3507
Syrgenstein,Bayern,3882,3508
Lunzenau,Sachsen,3880,3509
Kiedrich,Hessen,3873,3510
Eich,Rheinland-Pfalz,3868,3511
Hohenpeißenberg,Bayern,3865,3512
Hoya,Niedersachsen,3862,3513
Nüdlingen,Bayern,3861,3514
Wolfegg,Baden-Württemberg,3861,3515
Germaringen,Bayern,3860,3516
Mehlingen,Rheinland-Pfalz,3857,3517
Bad Heilbrunn,Bayern,3855,3518
"Hamm (Sieg), Raiffeisengemeinde",Rheinland-Pfalz,3851,3519
Weiherhammer,Bayern,3849,3520
"Welden, M",Bayern,3849,3521
Owschlag,Schleswig-Holstein,3847,3522
Güsten,Sachsen-Anhalt,3843,3523
"Pressig, M",Bayern,3843,3524
Neckartailfingen,Baden-Württemberg,3841,3525
Bad Ditzenbach,Baden-Württemberg,3840,3526
Gerolsbach,Bayern,3836,3527
Billigheim-Ingenheim,Rheinland-Pfalz,3833,3528
Mistelgau,Bayern,3832,3529
Andechs,Bayern,3830,3530
Steffenberg,Hessen,3830,3531
Neckarsteinach,Hessen,3828,3532
Allendorf (Lumda),Hessen,3824,3533
Diepenau,Niedersachsen,3824,3534
Kindelbrück,Thüringen,3823,3535
Wasserburg (Bodensee),Bayern,3823,3536
Eigeltingen,Baden-Württemberg,3821,3537
"Kreuzwertheim, M",Bayern,3819,3538
Crottendorf,Sachsen,3818,3539
St. Blasien,Baden-Württemberg,3818,3540
Windach,Bayern,3817,3541
Loiching,Bayern,3814,3542
Marklkofen,Bayern,3813,3543
"Tann, M",Bayern,3813,3544
Bitz,Baden-Württemberg,3812,3545
Kyffhäuserland,Thüringen,3810,3546
"Seßlach, St",Bayern,3809,3547
Ursensollen,Bayern,3809,3548
Heßdorf,Bayern,3808,3549
Regis-Breitingen,Sachsen,3803,3550
Ebelsbach,Bayern,3802,3551
Groß Pankow (Prignitz),Brandenburg,3801,3552
Dauchingen,Baden-Württemberg,3800,3553
Schonach im Schwarzwald,Baden-Württemberg,3800,3554
Biberach,Baden-Württemberg,3799,3555
Groß Grönau,Schleswig-Holstein,3795,3556
Aukrug,Schleswig-Holstein,3794,3557
Neustetten,Baden-Württemberg,3794,3558
"Marktbreit, St",Bayern,3793,3559
"Winzer, M",Bayern,3792,3560
Weyarn,Bayern,3790,3561
Göllheim,Rheinland-Pfalz,3789,3562
"Nesselwang, M",Bayern,3789,3563
Bad Überkingen,Baden-Württemberg,3788,3564
Hohenstein,Baden-Württemberg,3788,3565
Eppendorf,Sachsen,3787,3566
"Lichtenau, M",Bayern,3784,3567
Eichstetten am Kaiserstuhl,Baden-Württemberg,3780,3568
Lorch,Hessen,3780,3569
Haldenwang,Bayern,3779,3570
Buxheim,Bayern,3778,3571
Schondorf am Ammersee,Bayern,3776,3572
Rimsting,Bayern,3775,3573
Neudrossenfeld,Bayern,3774,3574
Hollenstedt,Niedersachsen,3771,3575
Sternberg,Mecklenburg-Vorpommern,3769,3576
Warngau,Bayern,3768,3577
Amelinghausen,Niedersachsen,3767,3578
Döhlau,Bayern,3767,3579
"Zinnowitz, Ostseebad",Mecklenburg-Vorpommern,3765,3580
Rickenbach,Baden-Württemberg,3764,3581
Wolkenstein,Sachsen,3762,3582
Üchtelhausen,Bayern,3762,3583
Neukirchen/Pleiße,Sachsen,3761,3584
Massenbachhausen,Baden-Württemberg,3760,3585
Wahrenholz,Niedersachsen,3760,3586
Märkische Heide/Markojska Góla,Brandenburg,3757,3587
Burgoberbach,Bayern,3754,3588
Uttenweiler,Baden-Württemberg,3751,3589
Gieboldehausen,Niedersachsen,3750,3590
Holzheim,Bayern,3748,3591
Trebsen/Mulde,Sachsen,3744,3592
Broderstorf,Mecklenburg-Vorpommern,3743,3593
Albersdorf,Schleswig-Holstein,3742,3594
"Lauterhofen, M",Bayern,3742,3595
Bergtheim,Bayern,3740,3596
Amerang,Bayern,3739,3597
Forstinning,Bayern,3737,3598
Letschin,Brandenburg,3735,3599
Sigmaringendorf,Baden-Württemberg,3735,3600
Rohr,Bayern,3733,3601
Ruhland,Brandenburg,3728,3602
Diespeck,Bayern,3724,3603
Sankt Peter-Ording,Schleswig-Holstein,3724,3604
Gosheim,Baden-Württemberg,3720,3605
Michelfeld,Baden-Württemberg,3720,3606
Sachsen b.Ansbach,Bayern,3720,3607
"Buttenheim, M",Bayern,3719,3608
Mötzingen,Baden-Württemberg,3719,3609
Vettelschoß,Rheinland-Pfalz,3718,3610
Icking,Bayern,3715,3611
Bevern,Niedersachsen,3714,3612
Mirow,Mecklenburg-Vorpommern,3711,3613
Markersdorf,Sachsen,3709,3614
Bad Kleinen,Mecklenburg-Vorpommern,3704,3615
Wehingen,Baden-Württemberg,3703,3616
"Breitenbrunn, M",Bayern,3702,3617
Nickenich,Rheinland-Pfalz,3701,3618
Heinersreuth,Bayern,3700,3619
Wackersberg,Bayern,3700,3620
Hausen,Bayern,3698,3621
Malsfeld,Hessen,3698,3622
Liebenau,Niedersachsen,3695,3623
Merzen,Niedersachsen,3691,3624
Tauche,Brandenburg,3691,3625
Mettenheim,Bayern,3689,3626
Helbra,Sachsen-Anhalt,3687,3627
Gornau/Erzgeb.,Sachsen,3686,3628
Trierweiler,Rheinland-Pfalz,3686,3629
Notzingen,Baden-Württemberg,3684,3630
Forstern,Bayern,3683,3631
"Bissingen, M",Bayern,3682,3632
Burgstetten,Baden-Württemberg,3681,3633
Speicher,Rheinland-Pfalz,3681,3634
Benediktbeuern,Bayern,3679,3635
Schnaitsee,Bayern,3679,3636
Ehekirchen,Bayern,3674,3637
Wallhausen,Baden-Württemberg,3671,3638
Hechthausen,Niedersachsen,3669,3639
Rosenthal am Rennsteig,Thüringen,3669,3640
Deutsch Evern,Niedersachsen,3667,3641
"Schwarzach a.Main, M",Bayern,3665,3642
Thiendorf,Sachsen,3661,3643
Gersdorf,Sachsen,3659,3644
Pürgen,Bayern,3659,3645
Bad Köstritz,Thüringen,3651,3646
Langenenslingen,Baden-Württemberg,3649,3647
Mühlheim an der Donau,Baden-Württemberg,3649,3648
Kraftsdorf,Thüringen,3646,3649
Strehla,Sachsen,3644,3650
Dipperz,Hessen,3643,3651
"Bodenmais, M",Bayern,3641,3652
"Neukirchen b.Hl.Blut, M",Bayern,3641,3653
Weichs,Bayern,3641,3654
Grünsfeld,Baden-Württemberg,3640,3655
Groß-Rohrheim,Hessen,3638,3656
"Obernzell, M",Bayern,3638,3657
Hebertsfelden,Bayern,3633,3658
Hohentengen am Hochrhein,Baden-Württemberg,3633,3659
Polling,Bayern,3633,3660
Unterwössen,Bayern,3633,3661
Vöhrenbach,Baden-Württemberg,3631,3662
Furth,Bayern,3630,3663
Bad Salzschlirf,Hessen,3629,3664
Viereth-Trunstadt,Bayern,3625,3665
Deidesheim,Rheinland-Pfalz,3623,3666
Kirchheim,Hessen,3623,3667
Gechingen,Baden-Württemberg,3621,3668
Türkenfeld,Bayern,3619,3669
Röderland,Brandenburg,3618,3670
"Heiligenstadt i.OFr., M",Bayern,3616,3671
Freudenberg,Baden-Württemberg,3615,3672
Netzschkau,Sachsen,3615,3673
Oeversee,Schleswig-Holstein,3611,3674
Dänischenhagen,Schleswig-Holstein,3610,3675
Elsterberg,Sachsen,3609,3676
"Kleinheubach, M",Bayern,3607,3677
Gemünden (Wohra),Hessen,3606,3678
